"","...1","...2","...3","...4","...5","fips","FIPS.x","stateName","countyName","ccvi","adi.median2","adi.mean2","adi.median.uw2","adi.mean.uw2","fips.y","ST","STATE","ST_ABBR","STCNTY","COUNTY","FIPS.y","LOCATION","RPL_THEMES","sviscore","year","countyfips","statefips","stateusps","pop","z_ED_nat","z_HE_nat","z_SE_nat","z_COI_nat","c5_ED_nat","c5_HE_nat","c5_SE_nat","c5_COI_nat","r_ED_nat","r_HE_nat","r_SE_nat","r_COI_nat","c5_ED_stt","c5_HE_stt","c5_SE_stt","c5_COI_stt","r_ED_stt","r_HE_stt","r_SE_stt","r_COI_stt","c5_ED_met","c5_HE_met","c5_SE_met","c5_COI_met","r_ED_met","r_HE_met","r_SE_met","r_COI_met","VLCN_EXPP","VLCN_EXPPE","VLCN_EXPT","VLCN_HLRB","VLCN_HLRP","VLCN_HLRR","VLCN_EALB","VLCN_EALP","VLCN_EALPE","VLCN_EALT","VLCN_EALS","VLCN_EALR","VLCN_RISKS","VLCN_RISKR","WFIR_EVNTS","WFIR_AFREQ","WFIR_EXPB","WFIR_EXPP","WFIR_EXPPE","WFIR_EXPA","WFIR_EXPT","WFIR_HLRB","WFIR_HLRP","WFIR_HLRA","WFIR_HLRR","WFIR_EALB","WFIR_EALP","WFIR_EALPE","WFIR_EALA","WFIR_EALT","WFIR_EALS","WFIR_EALR","WFIR_RISKS","WFIR_RISKR","WNTW_EVNTS","WNTW_AFREQ","WNTW_EXPB","WNTW_EXPP","WNTW_EXPPE","WNTW_EXPA","WNTW_EXPT","WNTW_HLRB","WNTW_HLRP","WNTW_HLRA","WNTW_HLRR","WNTW_EALB","WNTW_EALP","WNTW_EALPE","WNTW_EALA","WNTW_EALT","WNTW_EALS","WNTW_EALR","WNTW_RISKS","WNTW_RISKR","NRI_VER","coi_num"
"655",655,655,655,655,655,"17031720200",17031720200,"ILLINOIS","Cook",0.386348207977169,3,3,3,3,17031720200,17,"ILLINOIS","IL",17031,"Cook",17031720200,"Census Tract 7202, Cook County, Illinois",0.2929,0.2929,2015,17031,17,"IL",814,0.00477,0.017827,0.067524,0.010292,"Moderate","Moderate","Moderate","Moderate",57,47,58,57,"Moderate","Moderate","Moderate","Moderate",56,53,52,52,"Moderate","Moderate","Moderate","Moderate",49,55,52,51,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,0,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.77759472799999,354946000,4046.99999999999,30757199999.9999,0,31112145999.9999,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",17.2921836303141,0.000191067791528,1452.1152156126,0,1469.40739924292,18.0971424300087,"Relatively Moderate",10.3500655592684,"Relatively Moderate",2021-07-01,3
"656",656,656,656,656,656,"17031720300",17031720300,"ILLINOIS","Cook",0.265277566118508,1.5,1.75,2,1.75,17031720300,17,"ILLINOIS","IL",17031,"Cook",17031720300,"Census Tract 7203, Cook County, Illinois",0.0494,0.0494,2015,17031,17,"IL",1093,0.049458,0.040469,0.251212,0.039064,"High","High","Very High","Very High",77,71,94,89,"High","Very High","Very High","Very High",72,81,95,87,"High","Very High","Very High","Very High",66,82,95,86,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,1.58293488e-07,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,404299999.999999,5518.99999999999,41944399999.9999,0,42348699999.9999,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",19.6966012907203,0.000260564156522,1980.28758956412,0,1999.98419085483,20.0557135400676,"Relatively Moderate",12.4127740607394,"Relatively Moderate",2021-07-01,5
"657",657,657,657,657,657,"17031720400",17031720400,"ILLINOIS","Cook",0.152727171970463,2,2.5,2.5,2.5,17031720400,17,"ILLINOIS","IL",17031,"Cook",17031720400,"Census Tract 7204, Cook County, Illinois",0.0439,0.0439,2015,17031,17,"IL",507,0.053074,0.019403,0.275438,0.040059,"High","Moderate","Very High","Very High",78,49,96,89,"High","Moderate","Very High","Very High",73,54,97,89,"High","Moderate","Very High","Very High",68,57,97,87,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,0,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,192227000,2425.99999999999,18437599999.9999,0,18629826999.9999,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",9.36487404479667,0.000114536808067,870.47974130867,0,879.844615353467,15.2533273414191,"Relatively Low",9.42088479354239,"Relatively Low",2021-07-01,5
"658",658,658,658,658,658,"17031720500",17031720500,"ILLINOIS","Cook",0.0614427619456644,2,2.5,2.5,2.5,17031720500,17,"ILLINOIS","IL",17031,"Cook",17031720500,"Census Tract 7205, Cook County, Illinois",0.009,0.009,2015,17031,17,"IL",611,0.078692,0.044604,0.319404,0.050694,"Very High","High","Very High","Very High",85,75,99,96,"Very High","Very High","Very High","Very High",82,87,100,96,"High","Very High","Very High","Very High",77,88,100,95,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,0,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,346212999.999999,5066.99999999999,38509199999.9999,0,38855412999.9999,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",16.8667311963001,0.000239224240097,1818.10422473661,0,1834.97095593291,19.488226947283,"Relatively Moderate",12.1991558220387,"Relatively Moderate",2021-07-01,5
"659",659,659,659,659,659,"17031720600",17031720600,"ILLINOIS","Cook",0.268464000221665,1,1.5,1.5,1.5,17031720600,17,"ILLINOIS","IL",17031,"Cook",17031720600,"Census Tract 7206, Cook County, Illinois",0.1466,0.1466,2015,17031,17,"IL",447,0.06595,0.038607,0.278585,0.043887,"Very High","High","Very High","Very High",82,69,97,92,"High","High","Very High","Very High",78,78,98,92,"High","High","Very High","Very High",73,79,98,91,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,0,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,308720999.999999,3890.99999999999,29571599999.9999,0,29880320999.9999,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",15.0402039254822,0.000183702687629,1396.14042598187,0,1411.18062990736,17.8548743866929,"Relatively Moderate",12.1123209229454,"Relatively Moderate",2021-07-01,5
"660",660,660,660,660,660,"17031720700",17031720700,"ILLINOIS","Cook",0.35466396974273,2,2.33333333333333,2,2.33333333333333,17031720700,17,"ILLINOIS","IL",17031,"Cook",17031720700,"Census Tract 7207, Cook County, Illinois",0.2013,0.2013,2015,17031,17,"IL",695,0.028318,-0.005,-0.03038,-0.00094,"High","Low","Low","Moderate",69,28,39,44,"High","Low","Low","Low",65,30,34,40,"Moderate","Low","Low","Low",58,33,36,40,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,0,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,239826999.999999,3566.99999999999,27109199999.9999,0,27349026999.9999,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",11.6838407067761,0.000168405933378,1279.88509367189,0,1291.56893437867,17.3354502966302,"Relatively Low",12.5052983537757,"Relatively Moderate",2021-07-01,2
"661",661,661,661,661,661,"17031730100",17031730100,"ILLINOIS","Cook",0.692107341267093,6.5,7,7,7,17031730100,17,"ILLINOIS","IL",17031,"Cook",17031730100,"Census Tract 7301, Cook County, Illinois",0.6291,0.6291,2015,17031,17,"IL",452,-0.01982,-0.04082,-0.34312,-0.04654,"Moderate","Very Low","Very Low","Very Low",43,10,6,8,"Moderate","Very Low","Very Low","Very Low",42,11,8,10,"Low","Very Low","Very Low","Very Low",38,13,9,11,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,0,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.77759472799999,182915000,2268,17236800000,0,17419715000,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",8.91121401210019,0.000107077279759,813.787326169853,0,822.698540181953,14.915672503481,"Relatively Low",9.28994417825911,"Relatively Low",2021-07-01,1
"662",662,662,662,662,662,"17031730201",17031730201,"ILLINOIS","Cook",0.771560382926255,6.5,7.2,7,7.2,17031730201,17,"ILLINOIS","IL",17031,"Cook",17031730201,"Census Tract 7302.01, Cook County, Illinois",0.7803,0.7803,2015,17031,17,"IL",1021,-0.0238,-0.01979,-0.31621,-0.04161,"Moderate","Very Low","Very Low","Very Low",41,18,7,10,"Low","Very Low","Very Low","Very Low",39,20,9,11,"Low","Low","Very Low","Very Low",36,23,10,13,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,0,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,209466999.999999,3256.99999999999,24753199999.9999,0,24962666999.9999,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",10.2047686929589,0.000153770149989,1168.65313991852,0,1178.85790861148,16.8157567898005,"Relatively Low",10.6257629041059,"Relatively Moderate",2021-07-01,1
"663",663,663,663,663,663,"17031730202",17031730202,"ILLINOIS","Cook",0.695931062190881,5,5.5,5.5,5.5,17031730202,17,"ILLINOIS","IL",17031,"Cook",17031730202,"Census Tract 7302.02, Cook County, Illinois",0.604,0.604,2015,17031,17,"IL",599,-0.06936,-0.03053,-0.3137,-0.0475,"Very Low","Very Low","Very Low","Very Low",16,13,7,7,"Very Low","Very Low","Very Low","Very Low",14,15,9,9,"Very Low","Very Low","Very Low","Very Low",13,17,10,10,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,0,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,290382000,5049.99999999999,38379999999.9999,0,38670381999.9999,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",14.1467684293889,0.000238421632621,1812.00440791788,0,1826.15117634727,19.4569534301221,"Relatively Moderate",12.0438613468084,"Relatively Moderate",2021-07-01,1
"664",664,664,664,664,664,"17031730300",17031730300,"ILLINOIS","Cook",0.788864105512531,6,6,6,6,17031730300,17,"ILLINOIS","IL",17031,"Cook",17031730300,"Census Tract 7303, Cook County, Illinois",0.7811,0.7811,2015,17031,17,"IL",232,-0.02317,-0.01027,-0.35436,-0.04498,"Moderate","Low","Very Low","Very Low",41,24,5,8,"Low","Low","Very Low","Very Low",40,26,7,10,"Low","Low","Very Low","Very Low",37,29,8,11,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,0,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.77759472799999,257778000,4654,35370400000,0,35628178000,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",12.558373701507,0.000219725599647,1669.91455731679,0,1682.4729310183,18.9326740859911,"Relatively Moderate",12.4380905276794,"Relatively Moderate",2021-07-01,1
"665",665,665,665,665,665,"17031730400",17031730400,"ILLINOIS","Cook",0.792175226167551,5,5,5.5,5,17031730400,17,"ILLINOIS","IL",17031,"Cook",17031730400,"Census Tract 7304, Cook County, Illinois",0.5762,0.5762,2015,17031,17,"IL",785,-0.0316,-0.00228,-0.09894,-0.01528,"Low","Low","Low","Low",36,30,28,28,"Low","Low","Low","Low",34,33,25,27,"Low","Low","Low","Low",32,35,27,29,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,0,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,270609000,4380.99999999999,33295599999.9999,0,33566208999.9999,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",13.1834716267141,0.000206836667824,1571.95867546301,0,1585.14214708973,18.5603146641653,"Relatively Moderate",11.8369079436022,"Relatively Moderate",2021-07-01,2
"666",666,666,666,666,666,"17031730500",17031730500,"ILLINOIS","Cook",0.71558997520123,6,6.75,6.5,6.75,17031730500,17,"ILLINOIS","IL",17031,"Cook",17031730500,"Census Tract 7305, Cook County, Illinois",0.5701,0.5701,2015,17031,17,"IL",998,-0.02228,-0.04593,-0.19556,-0.03014,"Moderate","Very Low","Very Low","Very Low",42,8,15,16,"Low","Very Low","Very Low","Very Low",40,10,16,17,"Low","Very Low","Very Low","Very Low",37,11,17,19,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,1.02066332e-07,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,251568999.999999,1978.99999999999,15040399999.9999,0,15291968999.9999,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",12.2558849619223,9.3432952665e-05,710.090440251384,0,722.346325213306,14.282725389902,"Relatively Low",7.68877764220689,"Relatively Low",2021-07-01,1
