"","...1","...2","...3","...4","...5","fips","FIPS.x","stateName","countyName","ccvi","adi.median2","adi.mean2","adi.median.uw2","adi.mean.uw2","fips.y","ST","STATE","ST_ABBR","STCNTY","COUNTY","FIPS.y","LOCATION","RPL_THEMES","sviscore","year","countyfips","statefips","stateusps","pop","z_ED_nat","z_HE_nat","z_SE_nat","z_COI_nat","c5_ED_nat","c5_HE_nat","c5_SE_nat","c5_COI_nat","r_ED_nat","r_HE_nat","r_SE_nat","r_COI_nat","c5_ED_stt","c5_HE_stt","c5_SE_stt","c5_COI_stt","r_ED_stt","r_HE_stt","r_SE_stt","r_COI_stt","c5_ED_met","c5_HE_met","c5_SE_met","c5_COI_met","r_ED_met","r_HE_met","r_SE_met","r_COI_met","VLCN_EXPP","VLCN_EXPPE","VLCN_EXPT","VLCN_HLRB","VLCN_HLRP","VLCN_HLRR","VLCN_EALB","VLCN_EALP","VLCN_EALPE","VLCN_EALT","VLCN_EALS","VLCN_EALR","VLCN_RISKS","VLCN_RISKR","WFIR_EVNTS","WFIR_AFREQ","WFIR_EXPB","WFIR_EXPP","WFIR_EXPPE","WFIR_EXPA","WFIR_EXPT","WFIR_HLRB","WFIR_HLRP","WFIR_HLRA","WFIR_HLRR","WFIR_EALB","WFIR_EALP","WFIR_EALPE","WFIR_EALA","WFIR_EALT","WFIR_EALS","WFIR_EALR","WFIR_RISKS","WFIR_RISKR","WNTW_EVNTS","WNTW_AFREQ","WNTW_EXPB","WNTW_EXPP","WNTW_EXPPE","WNTW_EXPA","WNTW_EXPT","WNTW_HLRB","WNTW_HLRP","WNTW_HLRA","WNTW_HLRR","WNTW_EALB","WNTW_EALP","WNTW_EALPE","WNTW_EALA","WNTW_EALT","WNTW_EALS","WNTW_EALR","WNTW_RISKS","WNTW_RISKR","NRI_VER","coi_num"
"1030",1030,1030,1030,1030,1030,"17031820901",17031820901,"ILLINOIS","Cook",0.494520718748701,5,5,5,5,17031820901,17,"ILLINOIS","IL",17031,"Cook",17031820901,"Census Tract 8209.01, Cook County, Illinois",0.6537,0.6537,2015,17031,17,"IL",1260,-0.01495,-0.01701,-0.04811,-0.00907,"Moderate","Very Low","Low","Low",46,20,36,35,"Moderate","Low","Low","Low",45,22,32,33,"Low","Low","Low","Low",40,24,33,34,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,8.75502123e-07,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,751378000,4707,35773200000,682.342505611594,36524578682.3425,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",36.6054733727896,0.000222227846484,1688.93163328108,0.003773257764959,1725.54087991163,19.0928611626169,"Relatively Moderate",10.7525153812415,"Relatively Moderate",2021-07-01,2
"1031",1031,1031,1031,1031,1031,"17031820902",17031820902,"ILLINOIS","Cook",0.807470109862706,4.5,4.75,5,4.75,17031820902,17,"ILLINOIS","IL",17031,"Cook",17031820902,"Census Tract 8209.02, Cook County, Illinois",0.5909,0.5909,2015,17031,17,"IL",1450,-0.02238,-0.03326,0.037142,-0.00167,"Moderate","Very Low","Moderate","Moderate",41,12,52,43,"Low","Very Low","Moderate","Low",40,14,47,40,"Low","Very Low","Moderate","Low",37,16,47,40,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,3.410765662e-06,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,678012999.999999,6336,48153600000,3423.69987646719,48831616423.6998,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",33.0312929283333,0.000299136527581,2273.43760961737,0.018932577169862,2306.48783512287,21.0319554461427,"Relatively Moderate",11.0839772786081,"Relatively Moderate",2021-07-01,2
"1032",1032,1032,1032,1032,1032,"17031821001",17031821001,"ILLINOIS","Cook",0.485737243873041,5,5,5,5,17031821001,17,"ILLINOIS","IL",17031,"Cook",17031821001,"Census Tract 8210.01, Cook County, Illinois",0.5065,0.5065,2015,17031,17,"IL",1266,-0.00206,0.009819,0.009533,0.001924,"Moderate","Low","Moderate","Moderate",53,39,46,47,"Moderate","Moderate","Moderate","Moderate",53,43,42,44,"Moderate","Moderate","Moderate","Moderate",46,46,42,43,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,1.227670258e-06,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,711271999.999999,6492.99999999999,49346799999.9999,0,50058071999.9999,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",34.6515978067109,0.000306548843684,2329.77121200214,0,2364.42280980885,21.2065966949829,"Relatively Moderate",11.664642915829,"Relatively Moderate",2021-07-01,3
"1033",1033,1033,1033,1033,1033,"17031821002",17031821002,"ILLINOIS","Cook",0.632313212618279,4,4.4,4,4.4,17031821002,17,"ILLINOIS","IL",17031,"Cook",17031821002,"Census Tract 8210.02, Cook County, Illinois",0.7022,0.7022,2015,17031,17,"IL",1117,-0.00754,0.007539,0.032105,0.003708,"Moderate","Low","Moderate","Moderate",50,37,51,49,"Moderate","Moderate","Moderate","Moderate",50,41,46,46,"Moderate","Moderate","Moderate","Moderate",44,44,46,45,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,3.00023912e-06,1761738.76768816,18.5469707912376,140956978.013406,4416.40805545493,142723133.189149,0.4,0.000604329616779,0.013579329393992,"Very Low",4.8533644167448,7.7194839e-08,0.586680776276126,0.000413036960027,5.44045822998096,0.713107151961068,"Very Low",0.597239784362219,"Very Low",58,4.777594728,746664999.999999,6561.99999999999,49871199999.9999,175032.206366025,50618040032.2063,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",36.3758664425814,0.000309806485794,2354.52929203111,0.967903400941641,2391.87306187464,21.288348580862,"Relatively Moderate",10.9823620728999,"Relatively Moderate",2021-07-01,3
"1034",1034,1034,1034,1034,1034,"17031821101",17031821101,"ILLINOIS","Cook",0.886549091866281,4,4.75,4.5,4.75,17031821101,17,"ILLINOIS","IL",17031,"Cook",17031821101,"Census Tract 8211.01, Cook County, Illinois",0.8053,0.8053,2015,17031,17,"IL",1066,-0.00973,0.018923,-0.02098,-0.00152,"Moderate","Moderate","Moderate","Moderate",49,48,41,43,"Moderate","Moderate","Low","Low",49,54,36,40,"Moderate","Moderate","Low","Low",43,56,37,40,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,3.025028326e-06,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.77759472799999,616758000,4709,35788400000,148457.525571489,36405306457.5255,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",30.0470848846452,0.000222322270893,1689.64925878917,0.820949166323921,1720.51729284014,19.0743147304819,"Relatively Moderate",9.23599958317186,"Relatively Low",2021-07-01,2
"1035",1035,1035,1035,1035,1035,"17031821102",17031821102,"ILLINOIS","Cook",0.525373713304055,4,4.25,4,4.25,17031821102,17,"ILLINOIS","IL",17031,"Cook",17031821102,"Census Tract 8211.02, Cook County, Illinois",0.6288,0.6288,2015,17031,17,"IL",1004,0.001465,0.007405,0.028722,0.004296,"Moderate","Low","Moderate","Moderate",55,37,50,50,"Moderate","Moderate","Moderate","Moderate",55,41,45,46,"Moderate","Moderate","Moderate","Moderate",48,44,45,46,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,2.492903666e-06,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,730442999.999999,5674.99999999999,43129999999.9999,690563.713271712,43861133563.7132,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",35.5855665016018,0.00026792926042,2036.26237919484,3.81871988315583,2075.6666655796,20.3055676042714,"Relatively Moderate",11.0430694374059,"Relatively Moderate",2021-07-01,3
"1036",1036,1036,1036,1036,1036,"17031821200",17031821200,"ILLINOIS","Cook",0.819717100067885,7,7.5,7.5,7.5,17031821200,17,"ILLINOIS","IL",17031,"Cook",17031821200,"Census Tract 8212, Cook County, Illinois",0.8344,0.8344,2015,17031,17,"IL",1459,-0.05005,-0.04129,-0.15443,-0.02793,"Low","Very Low","Very Low","Very Low",25,10,20,18,"Low","Very Low","Very Low","Very Low",23,11,19,18,"Low","Very Low","Low","Very Low",23,13,21,20,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,4.207537e-08,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.77759472799999,704596999.999999,6868.99999999999,52204399999.9999,0,52908996999.9999,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",34.3264065783766,0.000324300632569,2464.68480752236,0,2499.01121410074,21.6015707551163,"Relatively Moderate",10.9327537132369,"Relatively Moderate",2021-07-01,1
"1037",1037,1037,1037,1037,1037,"17031821300",17031821300,"ILLINOIS","Cook",0.87035369418545,8,8.25,8,8.25,17031821300,17,"ILLINOIS","IL",17031,"Cook",17031821300,"Census Tract 8213, Cook County, Illinois",0.9109,0.9109,2015,17031,17,"IL",1112,-0.0485,-0.02802,-0.2173,-0.03368,"Low","Very Low","Very Low","Very Low",26,14,13,14,"Low","Very Low","Very Low","Very Low",24,16,14,15,"Low","Very Low","Very Low","Very Low",24,18,15,17,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,6.76504738e-07,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,511957999.999999,6287.99999999999,47788799999.9999,0,48300757999.9999,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",24.9414608053292,0.000296870341766,2256.21459742329,0,2281.15605822862,20.9546749954177,"Relatively Moderate",11.8453607310102,"Relatively Moderate",2021-07-01,1
"1038",1038,1038,1038,1038,1038,"17031821401",17031821401,"ILLINOIS","Cook",0.882212770673723,8,8.5,8,8.5,17031821401,17,"ILLINOIS","IL",17031,"Cook",17031821401,"Census Tract 8214.01, Cook County, Illinois",0.8541,0.8541,2015,17031,17,"IL",789,-0.05003,-0.03475,-0.25628,-0.03911,"Low","Very Low","Very Low","Very Low",25,12,10,11,"Low","Very Low","Very Low","Very Low",23,14,12,12,"Low","Very Low","Very Low","Very Low",23,15,13,14,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,1.800983095e-06,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,357039000,2471.99999999999,18787199999.9999,0,19144238999.9999,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",17.3941499585394,0.000116708569473,886.985127994655,0,904.379277953194,15.3938103298274,"Relatively Low",7.96697590996497,"Relatively Low",2021-07-01,1
"1039",1039,1039,1039,1039,1039,"17031821402",17031821402,"ILLINOIS","Cook",0.527590363114947,7.5,8.33333333333333,8,8.33333333333333,17031821402,17,"ILLINOIS","IL",17031,"Cook",17031821402,"Census Tract 8214.02, Cook County, Illinois",0.5707,0.5707,2015,17031,17,"IL",629,-0.03981,-0.0279,-0.10611,-0.01974,"Low","Very Low","Low","Low",31,14,26,24,"Low","Very Low","Low","Low",29,16,25,24,"Low","Very Low","Low","Low",29,18,26,26,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,3.674561142e-06,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,537375000,4694,35674400000,0,36211775000,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",26.1797207979243,0.000221614087826,1684.26706747852,0,1710.44678827644,19.0370267254479,"Relatively Moderate",9.03345480992004,"Relatively Low",2021-07-01,2
"1040",1040,1040,1040,1040,1040,"17031821500",17031821500,"ILLINOIS","Cook",0.699062080048766,10,10,10,10,17031821500,17,"ILLINOIS","IL",17031,"Cook",17031821500,"Census Tract 8215, Cook County, Illinois",0.9193,0.9193,2015,17031,17,"IL",584,-0.05481,-0.11839,-0.4311,-0.06889,"Low","Very Low","Very Low","Very Low",22,1,3,3,"Low","Very Low","Very Low","Very Low",21,1,5,5,"Low","Very Low","Very Low","Very Low",21,2,6,5,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,0,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,615881000,6967,52949200000,0,53565081000,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",30.0043593854319,0.000328927428608,2499.84845741859,0,2529.85281680402,21.6900730856466,"Relatively Moderate",13.2556466853805,"Relatively Moderate",2021-07-01,1
"1041",1041,1041,1041,1041,1041,"17031821600",17031821600,"ILLINOIS","Cook",0.422479599894709,4.5,4.6,5,4.6,17031821600,17,"ILLINOIS","IL",17031,"Cook",17031821600,"Census Tract 8216, Cook County, Illinois",0.3266,0.3266,2015,17031,17,"IL",1116,0.082888,0.004062,-0.00163,0.009422,"Very High","Low","Moderate","Moderate",86,35,44,56,"Very High","Low","Low","Moderate",83,38,40,51,"High","Moderate","Low","Moderate",78,41,40,50,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,7.74457217e-07,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,548503999.999999,3926.99999999999,29845199999.9999,0,30393703999.9999,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",26.7219010496296,0.00018540232699,1409.05768512743,0,1435.77958617706,17.9580229283234,"Relatively Moderate",8.83665546066315,"Relatively Low",2021-07-01,3
"1042",1042,1042,1042,1042,1042,"17031821700",17031821700,"ILLINOIS","Cook",0.344786024022942,3,3.6,3,3.6,17031821700,17,"ILLINOIS","IL",17031,"Cook",17031821700,"Census Tract 8217, Cook County, Illinois",0.0993,0.0993,2015,17031,17,"IL",1389,0.118878,0.036306,0.079882,0.026332,"Very High","High","High","High",94,66,61,76,"Very High","High","Moderate","High",90,75,55,73,"Very High","High","Moderate","High",87,76,55,69,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,1.648735501e-06,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,200194999.999999,1566,11901600000,0,12101795000,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",9.75305737174315,7.3934312215e-05,561.900772831565,0,571.653830203308,13.2111402436447,"Relatively Low",7.91370895869397,"Relatively Low",2021-07-01,4
"1043",1043,1043,1043,1043,1043,"17031821800",17031821800,"ILLINOIS","Cook",0.322494839362159,4,4.83333333333333,5,4.83333333333333,17031821800,17,"ILLINOIS","IL",17031,"Cook",17031821800,"Census Tract 8218, Cook County, Illinois",0.2872,0.2872,2015,17031,17,"IL",1327,0.096332,0.023411,0.038089,0.017594,"Very High","Moderate","Moderate","High",90,53,52,66,"Very High","Moderate","Moderate","High",86,59,47,62,"Very High","Moderate","Moderate","Moderate",82,60,47,60,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,0,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,449114000,4800,3.648e+10,0,36929114000,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",21.8798401980721,0.000226618581501,1722.30121940709,0,1744.18105960517,19.1613653796714,"Relatively Moderate",10.6563431179003,"Relatively Moderate",2021-07-01,4
"1044",1044,1044,1044,1044,1044,"17031821900",17031821900,"ILLINOIS","Cook",0.649949432676189,3.5,4.2,4,4.2,17031821900,17,"ILLINOIS","IL",17031,"Cook",17031821900,"Census Tract 8219, Cook County, Illinois",0.4318,0.4318,2015,17031,17,"IL",1126,0.111286,0.019383,0.066483,0.022136,"Very High","Moderate","Moderate","High",92,49,58,71,"Very High","Moderate","Moderate","High",89,54,52,68,"Very High","Moderate","Moderate","High",86,57,52,65,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,0,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,421256999.999999,5142,39079200000,0,39500457000,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",20.5227088051569,0.000242765155433,1845.01518128985,0,1865.53789009501,19.595843169898,"Relatively Moderate",11.7679502112733,"Relatively Moderate",2021-07-01,4
"1045",1045,1045,1045,1045,1045,"17031822000",17031822000,"ILLINOIS","Cook",0.3527244011582,7.5,7.4,8,7.4,17031822000,17,"ILLINOIS","IL",17031,"Cook",17031822000,"Census Tract 8220, Cook County, Illinois",0.2994,0.2994,2015,17031,17,"IL",896,0.017759,-0.00804,0.026054,0.004155,"High","Low","Moderate","Moderate",64,26,50,50,"High","Low","Moderate","Moderate",61,28,45,46,"Moderate","Low","Moderate","Moderate",54,30,45,46,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,8.525614961e-06,5526725.01830664,14.8880693108286,113149326.762298,15248.7843560379,118691300.56496,0.4,0.000604329616779,0.013579329393992,"Very Low",20.4607003846306,2.45420957e-07,1.86519927406035,0.009310856913203,22.3352105156042,1.14184279390531,"Very Low",0.998124980026279,"Very Low",58,4.77759472799999,735222999.999999,6276.99999999999,47705199999.9999,62451.3665138442,48440485451.3665,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",35.81843752354,0.000296351007517,2252.26765712882,0.345347243785505,2288.43144189614,20.9769285527851,"Relatively Moderate",11.2948470780362,"Relatively Moderate",2021-07-01,3
"1046",1046,1046,1046,1046,1046,"17031822101",17031822101,"ILLINOIS","Cook",0.363918482703204,4,4.75,5,4.75,17031822101,17,"ILLINOIS","IL",17031,"Cook",17031822101,"Census Tract 8221.01, Cook County, Illinois",0.4099,0.4099,2015,17031,17,"IL",911,0.035964,0.03277,0.106295,0.019852,"High","High","High","High",72,62,67,69,"High","High","High","High",68,70,62,65,"High","High","High","High",61,71,61,62,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,4.869264866e-06,0,0,0,1.61754687680184,1.61754687680184,0.4,0.000604329616779,0.013579329393992,"Very Low",0,0,0,5.35765294e-07,5.35765294e-07,0.003293071481018,"Very Low",0.002898763517435,"Very Low",58,4.77759472799999,600566000,5525,4.199e+10,27537.3221156241,42590593537.3221,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",29.2582464772761,0.000260847429748,1982.44046608837,0.152277505276947,2011.85099007093,20.0953018458034,"Relatively Moderate",10.8959727891089,"Relatively Moderate",2021-07-01,4
"1047",1047,1047,1047,1047,1047,"17031822102",17031822102,"ILLINOIS","Cook",0.921863094166055,5,6.25,6.5,6.25,17031822102,17,"ILLINOIS","IL",17031,"Cook",17031822102,"Census Tract 8221.02, Cook County, Illinois",0.8051,0.8051,2015,17031,17,"IL",857,0.031223,-0.02735,-0.00583,-0.00012,"High","Very Low","Moderate","Moderate",70,15,43,45,"High","Very Low","Low","Moderate",66,17,39,41,"Moderate","Very Low","Low","Moderate",59,19,39,41,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,1.378341559e-06,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,298131999.999999,3550,2.698e+10,7595.39080086844,27278139595.3908,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",14.5243312787658,0.000167603325902,1273.78527685316,0.042001439279511,1288.35160957121,17.3210440066765,"Relatively Low",11.1089489432877,"Relatively Moderate",2021-07-01,3
"1048",1048,1048,1048,1048,1048,"17031822200",17031822200,"ILLINOIS","Cook",0.323880245493967,4,4,4,4,17031822200,17,"ILLINOIS","IL",17031,"Cook",17031822200,"Census Tract 8222, Cook County, Illinois",0.2374,0.2374,2015,17031,17,"IL",1011,0.018126,0.018527,0.056535,0.010564,"High","Moderate","Moderate","Moderate",64,48,56,57,"High","Moderate","Moderate","Moderate",61,53,50,53,"Moderate","Moderate","Moderate","Moderate",54,56,51,51,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,1.4231063468e-05,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,575778000,3595.99999999999,27329599999.9999,689.643828430189,27905378689.6438,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",28.0506299727142,0.000169775087308,1290.29066353915,0.003813633049795,1318.34510714491,17.4544285266295,"Relatively Low",12.6450151083929,"Relatively Moderate",2021-07-01,3
"1049",1049,1049,1049,1049,1049,"17031822301",17031822301,"ILLINOIS","Cook",0.434407946689572,4,4.5,4.5,4.5,17031822301,17,"ILLINOIS","IL",17031,"Cook",17031822301,"Census Tract 8223.01, Cook County, Illinois",0.3863,0.3863,2015,17031,17,"IL",873,0.005508,0.009182,0.025506,0.004557,"Moderate","Low","Moderate","Moderate",57,39,50,50,"Moderate","Moderate","Moderate","Moderate",57,43,44,47,"Moderate","Moderate","Moderate","Moderate",50,45,45,46,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,1.72154443e-06,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,372109000,4072,30947200000,455.023758681597,31319309455.0237,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",18.1283270088761,0.00019224809664,1461.08553446368,0.002516217173291,1479.21637768973,18.1373221063572,"Relatively Moderate",9.49937806249983,"Relatively Low",2021-07-01,3
"1050",1050,1050,1050,1050,1050,"17031822302",17031822302,"ILLINOIS","Cook",0.914478879483521,4.5,5,5,5,17031822302,17,"ILLINOIS","IL",17031,"Cook",17031822302,"Census Tract 8223.02, Cook County, Illinois",0.7728,0.7728,2015,17031,17,"IL",935,-0.00019,0.013228,-0.05917,-0.00552,"Moderate","Moderate","Low","Low",54,43,34,38,"Moderate","Moderate","Low","Low",54,46,31,36,"Moderate","Moderate","Low","Low",47,49,32,37,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,0,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,526364000,5539.99999999999,42103999999.9999,0,42630363999.9999,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",25.643289245087,0.000261555612816,1987.82265739902,0,2013.46594664411,20.1006773864124,"Relatively Moderate",11.1959679341323,"Relatively Moderate",2021-07-01,2
"1051",1051,1051,1051,1051,1051,"17031822400",17031822400,"ILLINOIS","Cook",0.665756916640113,4.5,5.5,5,5.5,17031822400,17,"ILLINOIS","IL",17031,"Cook",17031822400,"Census Tract 8224, Cook County, Illinois",0.7715,0.7715,2015,17031,17,"IL",1843,-0.00181,0.000397,-0.14739,-0.01735,"Moderate","Low","Low","Low",53,32,21,26,"Moderate","Low","Very Low","Low",53,35,20,26,"Moderate","Low","Low","Low",46,38,21,27,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,3.08288822e-07,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,541264999.999999,5171.99999999999,39307199999.9999,0,39848464999.9999,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",26.369232989418,0.000244181521567,1855.77956391114,0,1882.14879690056,19.6538324090134,"Relatively Moderate",10.5773806726541,"Relatively Moderate",2021-07-01,2
