"","V1","GISJOIN","FIPS","ADI_NATRANK","ADI_STATERNK","STATE"
"1056",61011,"G17003103018032",170313018032,"72","7",17
"1057",61012,"G17003103018033",170313018033,"65","7",17
"1058",61013,"G17003103102001",170313102001,"40","4",17
"1059",61014,"G17003103102002",170313102002,"36","3",17
"1060",61015,"G17003103103001",170313103001,"24","2",17
"1061",61016,"G17003103104001",170313104001,"23","2",17
"1062",61017,"G17003103105001",170313105001,"38","4",17
"1063",61018,"G17003103106001",170313106001,"35","3",17
"1064",61019,"G17003103106002",170313106002,"40","4",17
"1065",61020,"G17003103106003",170313106003,"42","4",17
"1066",61021,"G17003103107001",170313107001,"44","4",17
"1067",61022,"G17003103108001",170313108001,"34","3",17
"1068",61023,"G17003103108002",170313108002,"37","3",17
"1069",61024,"G17003103108003",170313108003,"46","4",17
"1070",61025,"G17003103109001",170313109001,"41","4",17
"1071",61026,"G17003103109002",170313109002,"37","3",17
"1072",61027,"G17003103109003",170313109003,"52","5",17
"1073",61028,"G17003103201001",170313201001,"1","1",17
"1074",61029,"G17003103201002",170313201002,"13","1",17
"1075",61030,"G17003103201003",170313201003,"4","1",17
"1076",61031,"G17003103201004",170313201004,"15","1",17
"1077",61032,"G17003103204001",170313204001,"GQ","GQ",17
"1078",61033,"G17003103206001",170313206001,"14","1",17
"1079",61034,"G17003103206002",170313206002,"23","2",17
"1080",61035,"G17003103301001",170313301001,"18","1",17
"1081",61036,"G17003103301002",170313301002,"20","2",17
"1082",61037,"G17003103301003",170313301003,"11","1",17
"1083",61038,"G17003103301004",170313301004,"19","2",17
"1084",61039,"G17003103302001",170313302001,"20","2",17
"1085",61040,"G17003103302002",170313302002,"11","1",17
"1086",61041,"G17003103403001",170313403001,"35","3",17
"1087",61042,"G17003103404001",170313404001,"44","4",17
"1088",61043,"G17003103405001",170313405001,"44","4",17
"1089",61044,"G17003103406001",170313406001,"53","5",17
"1090",61045,"G17003103501001",170313501001,"44","4",17
"1091",61046,"G17003103501002",170313501002,"44","4",17
"1092",61047,"G17003103504001",170313504001,"53","5",17
"1093",61048,"G17003103510001",170313510001,"39","4",17
"1094",61049,"G17003103510002",170313510002,"53","5",17
"1095",61050,"G17003103510003",170313510003,"47","5",17
"1096",61051,"G17003103511001",170313511001,"54","5",17
"1097",61052,"G17003103511002",170313511002,"42","4",17
"1098",61053,"G17003103511003",170313511003,"PH","PH",17
"1099",61054,"G17003103514001",170313514001,"50","5",17
"1100",61055,"G17003103515001",170313515001,"PH","PH",17
"1101",61056,"G17003103515002",170313515002,"61","6",17
"1102",61057,"G17003103602001",170313602001,"65","7",17
"1103",61058,"G17003103801001",170313801001,"32","3",17
"1104",61059,"G17003103802001",170313802001,"18","1",17
"1105",61060,"G17003103802002",170313802002,"40","4",17
"1106",61061,"G17003103805001",170313805001,"51","5",17
"1107",61062,"G17003103807001",170313807001,"45","4",17
"1108",61063,"G17003103812001",170313812001,"20","2",17
"1109",61064,"G17003103812002",170313812002,"73","7",17
"1110",61065,"G17003103814001",170313814001,"64","6",17
"1111",61066,"G17003103815001",170313815001,"63","6",17
"1112",61067,"G17003103817001",170313817001,"PH","PH",17
"1113",61068,"G17003103818001",170313818001,"59","6",17
"1114",61069,"G17003103818002",170313818002,"66","7",17
"1115",61070,"G17003103819001",170313819001,"38","4",17
"1116",61071,"G17003103819002",170313819002,"50","5",17
"1117",61072,"G17003103901001",170313901001,"23","2",17
"1118",61073,"G17003103902001",170313902001,"37","3",17
"1119",61074,"G17003103902002",170313902002,"25","2",17
"1120",61075,"G17003103903001",170313903001,"49","5",17
"1121",61076,"G17003103903002",170313903002,"42","4",17
"1122",61077,"G17003103904001",170313904001,"37","3",17
"1123",61078,"G17003103904002",170313904002,"82","9",17
"1124",61079,"G17003103905001",170313905001,"19","2",17
"1125",61080,"G17003103906001",170313906001,"23","2",17
"1126",61081,"G17003103906002",170313906002,"11","1",17
"1127",61082,"G17003103907001",170313907001,"55","5",17
"1128",61083,"G17003103907002",170313907002,"71","7",17
"1129",61084,"G17003103907003",170313907003,"58","6",17
"1130",61085,"G17003104003001",170314003001,"41","4",17
"1131",61086,"G17003104004001",170314004001,"53","5",17
"1132",61087,"G17003104004002",170314004002,"67","7",17
"1133",61088,"G17003104005001",170314005001,"71","7",17
"1134",61089,"G17003104005002",170314005002,"93","10",17
"1135",61090,"G17003104008001",170314008001,"69","7",17
"1136",61091,"G17003104008002",170314008002,"73","7",17
"1137",61092,"G17003104101001",170314101001,"58","6",17
"1138",61093,"G17003104101002",170314101002,"52","5",17
"1139",61094,"G17003104102001",170314102001,"37","3",17
"1140",61095,"G17003104105001",170314105001,"28","2",17
"1141",61096,"G17003104105002",170314105002,"36","3",17
"1142",61097,"G17003104106001",170314106001,"22","2",17
"1143",61098,"G17003104106002",170314106002,"30","3",17
"1144",61099,"G17003104107001",170314107001,"46","4",17
"1145",61100,"G17003104108001",170314108001,"44","4",17
"1146",61101,"G17003104108002",170314108002,"79","8",17
"1147",61102,"G17003104109001",170314109001,"42","4",17
"1148",61103,"G17003104109002",170314109002,"51","5",17
"1149",61104,"G17003104109003",170314109003,"33","3",17
"1150",61105,"G17003104110001",170314110001,"53","5",17
"1151",61106,"G17003104110002",170314110002,"10","1",17
"1152",61107,"G17003104110003",170314110003,"42","4",17
"1153",61108,"G17003104111001",170314111001,"13","1",17
"1154",61109,"G17003104111002",170314111002,"8","1",17
"1155",61110,"G17003104112001",170314112001,"6","1",17
"1156",61111,"G17003104112002",170314112002,"13","1",17
"1157",61112,"G17003104201001",170314201001,"52","5",17
"1158",61113,"G17003104202001",170314202001,"76","8",17
"1159",61114,"G17003104203001",170314203001,"GQ","GQ",17
"1160",61115,"G17003104204001",170314204001,"76","8",17
"1161",61116,"G17003104205001",170314205001,"58","6",17
"1162",61117,"G17003104205002",170314205002,"57","6",17
"1163",61118,"G17003104206001",170314206001,"61","6",17
"1164",61119,"G17003104206002",170314206002,"55","5",17
"1165",61120,"G17003104207001",170314207001,"89","9",17
"1166",61121,"G17003104207002",170314207002,"89","9",17
"1167",61122,"G17003104207003",170314207003,"86","9",17
"1168",61123,"G17003104207004",170314207004,"89","9",17
"1169",61124,"G17003104207005",170314207005,"73","7",17
"1170",61125,"G17003104208001",170314208001,"52","5",17
"1171",61126,"G17003104208002",170314208002,"64","6",17
"1172",61127,"G17003104212001",170314212001,"93","10",17
"1173",61128,"G17003104212002",170314212002,"93","10",17
"1174",61129,"G17003104301011",170314301011,"72","7",17
"1175",61130,"G17003104301012",170314301012,"71","7",17
"1176",61131,"G17003104301013",170314301013,"45","4",17
"1177",61132,"G17003104301014",170314301014,"92","10",17
"1178",61133,"G17003104301021",170314301021,"50","5",17
"1179",61134,"G17003104301022",170314301022,"69","7",17
"1180",61135,"G17003104301023",170314301023,"73","7",17
"1181",61136,"G17003104302001",170314302001,"22","2",17
"1182",61137,"G17003104302002",170314302002,"15","1",17
"1183",61138,"G17003104302003",170314302003,"89","9",17
"1184",61139,"G17003104302004",170314302004,"19","2",17
"1185",61140,"G17003104302005",170314302005,"97","10",17
"1186",61141,"G17003104303001",170314303001,"72","7",17
"1187",61142,"G17003104303002",170314303002,"72","7",17
"1188",61143,"G17003104303003",170314303003,"75","8",17
"1189",61144,"G17003104304001",170314304001,"83","9",17
"1190",61145,"G17003104304002",170314304002,"87","9",17
"1191",61146,"G17003104304003",170314304003,"82","9",17
"1192",61147,"G17003104304004",170314304004,"93","10",17
"1193",61148,"G17003104305001",170314305001,"72","7",17
"1194",61149,"G17003104305002",170314305002,"75","8",17
"1195",61150,"G17003104305003",170314305003,"71","7",17
"1196",61151,"G17003104306001",170314306001,"51","5",17
"1197",61152,"G17003104306002",170314306002,"44","4",17
"1198",61153,"G17003104307001",170314307001,"91","10",17
"1199",61154,"G17003104307002",170314307002,"66","7",17
"1200",61155,"G17003104308001",170314308001,"49","5",17
"1201",61156,"G17003104308002",170314308002,"47","5",17
"1202",61157,"G17003104309001",170314309001,"63","6",17
"1203",61158,"G17003104309002",170314309002,"64","6",17
"1204",61159,"G17003104312001",170314312001,"60","6",17
"1205",61160,"G17003104312002",170314312002,"53","5",17
"1206",61161,"G17003104313011",170314313011,"81","8",17
"1207",61162,"G17003104313012",170314313012,"79","8",17
"1208",61163,"G17003104313013",170314313013,"83","9",17
"1209",61164,"G17003104313021",170314313021,"48","5",17
"1210",61165,"G17003104313022",170314313022,"45","4",17
"1211",61166,"G17003104313023",170314313023,"42","4",17
"1212",61167,"G17003104314001",170314314001,"97","10",17
"1213",61168,"G17003104314002",170314314002,"98","10",17
"1214",61169,"G17003104314003",170314314003,"98","10",17
"1215",61170,"G17003104314004",170314314004,"88","9",17
"1216",61171,"G17003104401011",170314401011,"75","8",17
"1217",61172,"G17003104401012",170314401012,"74","8",17
"1218",61173,"G17003104401013",170314401013,"69","7",17
"1219",61174,"G17003104401014",170314401014,"74","8",17
"1220",61175,"G17003104401021",170314401021,"68","7",17
"1221",61176,"G17003104401022",170314401022,"65","7",17
"1222",61177,"G17003104401023",170314401023,"69","7",17
"1223",61178,"G17003104401024",170314401024,"90","9",17
"1224",61179,"G17003104402011",170314402011,"44","4",17
"1225",61180,"G17003104402012",170314402012,"35","3",17
"1226",61181,"G17003104402013",170314402013,"41","4",17
"1227",61182,"G17003104402014",170314402014,"43","4",17
"1228",61183,"G17003104402021",170314402021,"66","7",17
"1229",61184,"G17003104402022",170314402022,"62","6",17
"1230",61185,"G17003104402023",170314402023,"53","5",17
"1231",61186,"G17003104403001",170314403001,"62","6",17
"1232",61187,"G17003104403002",170314403002,"50","5",17
"1233",61188,"G17003104403003",170314403003,"49","5",17
"1234",61189,"G17003104403004",170314403004,"54","5",17
"1235",61190,"G17003104403005",170314403005,"72","7",17
"1236",61191,"G17003104406001",170314406001,"52","5",17
"1237",61192,"G17003104406002",170314406002,"59","6",17
"1238",61193,"G17003104407001",170314407001,"65","7",17
"1239",61194,"G17003104407002",170314407002,"61","6",17
"1240",61195,"G17003104408001",170314408001,"77","8",17
"1241",61196,"G17003104408002",170314408002,"90","9",17
"1242",61197,"G17003104409001",170314409001,"70","7",17
"1243",61198,"G17003104409002",170314409002,"92","10",17
"1244",61199,"G17003104409003",170314409003,"70","7",17
"1245",61200,"G17003104503001",170314503001,"62","6",17
"1246",61201,"G17003104503002",170314503002,"69","7",17
"1247",61202,"G17003104503003",170314503003,"60","6",17
"1248",61203,"G17003104503004",170314503004,"68","7",17
"1249",61204,"G17003104601001",170314601001,"92","10",17
"1250",61205,"G17003104601002",170314601002,"73","7",17
"1251",61206,"G17003104601003",170314601003,"91","10",17
"1252",61207,"G17003104601004",170314601004,"85","9",17
"1253",61208,"G17003104602001",170314602001,"86","9",17
"1254",61209,"G17003104602002",170314602002,"92","10",17
"1255",61210,"G17003104603011",170314603011,"71","7",17
"1256",61211,"G17003104603012",170314603012,"81","8",17
"1257",61212,"G17003104603013",170314603013,"88","9",17
"1258",61213,"G17003104603021",170314603021,"79","8",17
"1259",61214,"G17003104603022",170314603022,"82","9",17
"1260",61215,"G17003104603023",170314603023,"82","9",17
"1261",61216,"G17003104603024",170314603024,"88","9",17
"1262",61217,"G17003104604001",170314604001,"61","6",17
"1263",61218,"G17003104604002",170314604002,"57","6",17
"1264",61219,"G17003104604003",170314604003,"78","8",17
"1265",61220,"G17003104604004",170314604004,"64","6",17
"1266",61221,"G17003104605001",170314605001,"49","5",17
"1267",61222,"G17003104605002",170314605002,"53","5",17
"1268",61223,"G17003104605003",170314605003,"61","6",17
"1269",61224,"G17003104605004",170314605004,"46","4",17
"1270",61225,"G17003104605005",170314605005,"48","5",17
"1271",61226,"G17003104605006",170314605006,"57","6",17
"1272",61227,"G17003104605007",170314605007,"63","6",17
"1273",61228,"G17003104606001",170314606001,"78","8",17
"1274",61229,"G17003104607001",170314607001,"97","10",17
"1275",61230,"G17003104607002",170314607002,"79","8",17
"1276",61231,"G17003104607003",170314607003,"74","8",17
"1277",61232,"G17003104610001",170314610001,"70","7",17
"1278",61233,"G17003104701001",170314701001,"84","9",17
"1279",61234,"G17003104701002",170314701002,"92","10",17
"1280",61235,"G17003104801001",170314801001,"67","7",17
"1281",61236,"G17003104801002",170314801002,"61","6",17
"1282",61237,"G17003104802001",170314802001,"59","6",17
"1283",61238,"G17003104802002",170314802002,"55","5",17
"1284",61239,"G17003104803001",170314803001,"59","6",17
"1285",61240,"G17003104803002",170314803002,"79","8",17
"1286",61241,"G17003104804001",170314804001,"56","6",17
"1287",61242,"G17003104804002",170314804002,"65","7",17
"1288",61243,"G17003104804003",170314804003,"56","6",17
"1289",61244,"G17003104804004",170314804004,"55","5",17
"1290",61245,"G17003104804005",170314804005,"52","5",17
"1291",61246,"G17003104804006",170314804006,"41","4",17
"1292",61247,"G17003104804007",170314804007,"52","5",17
"1293",61248,"G17003104805001",170314805001,"70","7",17
"1294",61249,"G17003104805002",170314805002,"84","9",17
"1295",61250,"G17003104805003",170314805003,"68","7",17
"1296",61251,"G17003104903001",170314903001,"76","8",17
"1297",61252,"G17003104903002",170314903002,"60","6",17
"1298",61253,"G17003104904001",170314904001,"57","6",17
"1299",61254,"G17003104905001",170314905001,"59","6",17
"1300",61255,"G17003104905002",170314905002,"61","6",17
"1301",61256,"G17003104906001",170314906001,"80","8",17
"1302",61257,"G17003104907001",170314907001,"81","8",17
"1303",61258,"G17003104907002",170314907002,"73","7",17
"1304",61259,"G17003104907003",170314907003,"78","8",17
"1305",61260,"G17003104908001",170314908001,"73","7",17
"1306",61261,"G17003104908002",170314908002,"65","7",17
"1307",61262,"G17003104908003",170314908003,"66","7",17
"1308",61263,"G17003104908004",170314908004,"75","8",17
"1309",61264,"G17003104908005",170314908005,"80","8",17
"1310",61265,"G17003104909011",170314909011,"77","8",17
"1311",61266,"G17003104909012",170314909012,"81","8",17
"1312",61267,"G17003104909013",170314909013,"84","9",17
"1313",61268,"G17003104909021",170314909021,"56","6",17
"1314",61269,"G17003104909022",170314909022,"75","8",17
"1315",61270,"G17003104909023",170314909023,"65","7",17
"1316",61271,"G17003104909024",170314909024,"74","8",17
"1317",61272,"G17003104910001",170314910001,"66","7",17
"1318",61273,"G17003104910002",170314910002,"92","10",17
"1319",61274,"G17003104910003",170314910003,"79","8",17
"1320",61275,"G17003104910004",170314910004,"74","8",17
"1321",61276,"G17003104910005",170314910005,"96","10",17
"1322",61277,"G17003104911001",170314911001,"77","8",17
"1323",61278,"G17003104911002",170314911002,"93","10",17
"1324",61279,"G17003104911003",170314911003,"57","6",17
"1325",61280,"G17003104911004",170314911004,"58","6",17
"1326",61281,"G17003104911005",170314911005,"67","7",17
"1327",61282,"G17003104912001",170314912001,"92","10",17
"1328",61283,"G17003104912002",170314912002,"54","5",17
"1329",61284,"G17003104912003",170314912003,"81","8",17
"1330",61285,"G17003104913001",170314913001,"87","9",17
"1331",61286,"G17003104913002",170314913002,"89","9",17
"1332",61287,"G17003104913003",170314913003,"83","9",17
"1333",61288,"G17003104913004",170314913004,"89","9",17
"1334",61289,"G17003104914001",170314914001,"75","8",17
"1335",61290,"G17003104914002",170314914002,"79","8",17
"1336",61291,"G17003104914003",170314914003,"64","6",17
"1337",61292,"G17003105001001",170315001001,"55","5",17
"1338",61293,"G17003105001002",170315001002,"76","8",17
"1339",61294,"G17003105001003",170315001003,"74","8",17
"1340",61295,"G17003105001004",170315001004,"73","8",17
"1341",61296,"G17003105002001",170315002001,"82","9",17
"1342",61297,"G17003105002002",170315002002,"70","7",17
"1343",61298,"G17003105003001",170315003001,"70","7",17
"1344",61299,"G17003105003002",170315003002,"76","8",17
"1345",61300,"G17003105101001",170315101001,"78","8",17
"1346",61301,"G17003105101002",170315101002,"80","8",17
"1347",61302,"G17003105102001",170315102001,"77","8",17
"1348",61303,"G17003105102002",170315102002,"86","9",17
"1349",61304,"G17003105102003",170315102003,"76","8",17
"1350",61305,"G17003105103001",170315103001,"86","9",17
"1351",61306,"G17003105103002",170315103002,"91","10",17
"1352",61307,"G17003105103003",170315103003,"83","9",17
"1353",61308,"G17003105103004",170315103004,"91","10",17
"1354",61309,"G17003105201001",170315201001,"67","7",17
"1355",61310,"G17003105202001",170315202001,"93","10",17
"1356",61311,"G17003105202002",170315202002,"78","8",17
"1357",61312,"G17003105202003",170315202003,"86","9",17
"1358",61313,"G17003105203001",170315203001,"72","7",17
"1359",61314,"G17003105203002",170315203002,"76","8",17
"1360",61315,"G17003105203003",170315203003,"70","7",17
"1361",61316,"G17003105203004",170315203004,"69","7",17
"1362",61317,"G17003105204001",170315204001,"55","5",17
"1363",61318,"G17003105204002",170315204002,"79","8",17
"1364",61319,"G17003105204003",170315204003,"67","7",17
"1365",61320,"G17003105204004",170315204004,"77","8",17
"1366",61321,"G17003105205001",170315205001,"55","5",17
"1367",61322,"G17003105205002",170315205002,"62","6",17
"1368",61323,"G17003105205003",170315205003,"71","7",17
"1369",61324,"G17003105206001",170315206001,"68","7",17
"1370",61325,"G17003105301001",170315301001,"83","9",17
"1371",61326,"G17003105301002",170315301002,"90","9",17
"1372",61327,"G17003105302001",170315302001,"68","7",17
"1373",61328,"G17003105302002",170315302002,"91","10",17
"1374",61329,"G17003105302003",170315302003,"91","10",17
"1375",61330,"G17003105302004",170315302004,"93","10",17
"1376",61331,"G17003105302005",170315302005,"83","9",17
"1377",61332,"G17003105303001",170315303001,"92","10",17
"1378",61333,"G17003105303002",170315303002,"83","9",17
"1379",61334,"G17003105303003",170315303003,"77","8",17
"1380",61335,"G17003105303004",170315303004,"72","7",17
"1381",61336,"G17003105304001",170315304001,"70","7",17
"1382",61337,"G17003105304002",170315304002,"60","6",17
"1383",61338,"G17003105305011",170315305011,"94","10",17
"1384",61339,"G17003105305012",170315305012,"87","9",17
"1385",61340,"G17003105305013",170315305013,"66","7",17
"1386",61341,"G17003105305014",170315305014,"62","6",17
"1387",61342,"G17003105305021",170315305021,"71","7",17
"1388",61343,"G17003105305031",170315305031,"80","8",17
"1389",61344,"G17003105305032",170315305032,"77","8",17
"1390",61345,"G17003105305033",170315305033,"79","8",17
"1391",61346,"G17003105306001",170315306001,"82","9",17
"1392",61347,"G17003105306002",170315306002,"76","8",17
"1393",61348,"G17003105306003",170315306003,"82","9",17
"1394",61349,"G17003105401011",170315401011,"97","10",17
"1395",61350,"G17003105401012",170315401012,"98","10",17
"1396",61351,"G17003105401013",170315401013,"99","10",17
"1397",61352,"G17003105401014",170315401014,"99","10",17
"1398",61353,"G17003105401021",170315401021,"97","10",17
"1399",61354,"G17003105401022",170315401022,"95","10",17
"1400",61355,"G17003105401023",170315401023,"93","10",17
"1401",61356,"G17003105501001",170315501001,"57","6",17
"1402",61357,"G17003105501002",170315501002,"64","6",17
"1403",61358,"G17003105501003",170315501003,"72","7",17
"1404",61359,"G17003105501004",170315501004,"60","6",17
"1405",61360,"G17003105501005",170315501005,"32","3",17
"1406",61361,"G17003105501006",170315501006,"70","7",17
"1407",61362,"G17003105502001",170315502001,"57","6",17
"1408",61363,"G17003105502002",170315502002,"71","7",17
"1409",61364,"G17003105601001",170315601001,"55","5",17
"1410",61365,"G17003105602001",170315602001,"54","5",17
"1411",61366,"G17003105602002",170315602002,"PH","PH",17
"1412",61367,"G17003105602003",170315602003,"60","6",17
"1413",61368,"G17003105603001",170315603001,"56","6",17
"1414",61369,"G17003105603002",170315603002,"48","5",17
"1415",61370,"G17003105604001",170315604001,"52","5",17
"1416",61371,"G17003105607001",170315607001,"43","4",17
"1417",61372,"G17003105607002",170315607002,"46","4",17
"1418",61373,"G17003105608001",170315608001,"42","4",17
"1419",61374,"G17003105608002",170315608002,"48","5",17
"1420",61375,"G17003105608003",170315608003,"39","4",17
"1421",61376,"G17003105608004",170315608004,"44","4",17
"1422",61377,"G17003105608005",170315608005,"34","3",17
"1423",61378,"G17003105609001",170315609001,"32","3",17
"1424",61379,"G17003105609002",170315609002,"35","3",17
"1425",61380,"G17003105609003",170315609003,"24","2",17
"1426",61381,"G17003105609004",170315609004,"33","3",17
"1427",61382,"G17003105609005",170315609005,"30","3",17
"1428",61383,"G17003105609006",170315609006,"39","4",17
"1429",61384,"G17003105610001",170315610001,"39","4",17
"1430",61385,"G17003105610002",170315610002,"26","2",17
"1431",61386,"G17003105610003",170315610003,"34","3",17
"1432",61387,"G17003105610004",170315610004,"27","2",17
"1433",61388,"G17003105610005",170315610005,"28","2",17
"1434",61389,"G17003105610006",170315610006,"31","3",17
"1435",61390,"G17003105611001",170315611001,"38","4",17
"1436",61391,"G17003105611002",170315611002,"40","4",17
"1437",61392,"G17003105611003",170315611003,"36","3",17
"1438",61393,"G17003105611004",170315611004,"33","3",17
"1439",61394,"G17003105611005",170315611005,"32","3",17
"1440",61395,"G17003105611006",170315611006,"44","4",17
"1441",61396,"G17003105701001",170315701001,"49","5",17
"1442",61397,"G17003105702001",170315702001,"51","5",17
"1443",61398,"G17003105703001",170315703001,"51","5",17
"1444",61399,"G17003105703002",170315703002,"48","5",17
"1445",61400,"G17003105703003",170315703003,"58","6",17
"1446",61401,"G17003105703004",170315703004,"59","6",17
"1447",61402,"G17003105704001",170315704001,"60","6",17
"1448",61403,"G17003105704002",170315704002,"52","5",17
"1449",61404,"G17003105705001",170315705001,"46","4",17
"1450",61405,"G17003105705002",170315705002,"53","5",17
"1451",61406,"G17003105801001",170315801001,"45","4",17
"1452",61407,"G17003105801002",170315801002,"46","4",17
"1453",61408,"G17003105802001",170315802001,"59","6",17
"1454",61409,"G17003105802002",170315802002,"67","7",17
"1455",61410,"G17003105803001",170315803001,"52","5",17
"1456",61411,"G17003105804001",170315804001,"37","3",17
"1457",61412,"G17003105804002",170315804002,"50","5",17
"1458",61413,"G17003105804003",170315804003,"50","5",17
"1459",61414,"G17003105804004",170315804004,"63","6",17
"1460",61415,"G17003105805011",170315805011,"71","7",17
"1461",61416,"G17003105805012",170315805012,"61","6",17
"1462",61417,"G17003105805013",170315805013,"67","7",17
"1463",61418,"G17003105805014",170315805014,"66","7",17
"1464",61419,"G17003105805021",170315805021,"50","5",17
"1465",61420,"G17003105805022",170315805022,"65","7",17
"1466",61421,"G17003105805023",170315805023,"65","7",17
"1467",61422,"G17003105806001",170315806001,"56","6",17
"1468",61423,"G17003105806002",170315806002,"61","6",17
"1469",61424,"G17003105806003",170315806003,"52","5",17
"1470",61425,"G17003105806004",170315806004,"53","5",17
"1471",61426,"G17003105807001",170315807001,"59","6",17
"1472",61427,"G17003105807002",170315807002,"59","6",17
"1473",61428,"G17003105807003",170315807003,"58","6",17
"1474",61429,"G17003105808001",170315808001,"62","6",17
"1475",61430,"G17003105905001",170315905001,"36","3",17
"1476",61431,"G17003105906001",170315906001,"48","5",17
"1477",61432,"G17003105906002",170315906002,"69","7",17
"1478",61433,"G17003105906003",170315906003,"58","6",17
"1479",61434,"G17003105907001",170315907001,"41","4",17
"1480",61435,"G17003105907002",170315907002,"50","5",17
"1481",61436,"G17003106004001",170316004001,"39","4",17
"1482",61437,"G17003106004002",170316004002,"25","2",17
"1483",61438,"G17003106004003",170316004003,"29","3",17
"1484",61439,"G17003106006001",170316006001,"41","4",17
"1485",61440,"G17003106006002",170316006002,"32","3",17
"1486",61441,"G17003106007001",170316007001,"35","3",17
"1487",61442,"G17003106007002",170316007002,"34","3",17
"1488",61443,"G17003106009001",170316009001,"34","3",17
"1489",61444,"G17003106009002",170316009002,"28","2",17
"1490",61445,"G17003106009003",170316009003,"44","4",17
"1491",61446,"G17003106009004",170316009004,"29","3",17
"1492",61447,"G17003106103001",170316103001,"68","7",17
"1493",61448,"G17003106103002",170316103002,"54","5",17
"1494",61449,"G17003106103003",170316103003,"59","6",17
"1495",61450,"G17003106104001",170316104001,"73","8",17
"1496",61451,"G17003106108001",170316108001,"52","5",17
"1497",61452,"G17003106110001",170316110001,"76","8",17
"1498",61453,"G17003106111001",170316111001,"61","6",17
"1499",61454,"G17003106111002",170316111002,"66","7",17
"1500",61455,"G17003106111003",170316111003,"84","9",17
"1501",61456,"G17003106112001",170316112001,"97","10",17
"1502",61457,"G17003106112002",170316112002,"83","9",17
"1503",61458,"G17003106113001",170316113001,"89","9",17
"1504",61459,"G17003106113002",170316113002,"94","10",17
"1505",61460,"G17003106113003",170316113003,"84","9",17
"1506",61461,"G17003106114001",170316114001,"79","8",17
"1507",61462,"G17003106114002",170316114002,"66","7",17
"1508",61463,"G17003106114003",170316114003,"87","9",17
"1509",61464,"G17003106115001",170316115001,"81","8",17
"1510",61465,"G17003106115002",170316115002,"83","9",17
"1511",61466,"G17003106116001",170316116001,"94","10",17
"1512",61467,"G17003106116002",170316116002,"76","8",17
"1513",61468,"G17003106117001",170316117001,"34","3",17
"1514",61469,"G17003106117002",170316117002,"79","8",17
"1515",61470,"G17003106117003",170316117003,"96","10",17
"1516",61471,"G17003106118001",170316118001,"84","9",17
"1517",61472,"G17003106118002",170316118002,"73","8",17
"1518",61473,"G17003106119001",170316119001,"81","8",17
"1519",61474,"G17003106119002",170316119002,"93","10",17
"1520",61475,"G17003106120001",170316120001,"85","9",17
"1521",61476,"G17003106120002",170316120002,"69","7",17
"1522",61477,"G17003106121001",170316121001,"83","9",17
"1523",61478,"G17003106201001",170316201001,"49","5",17
"1524",61479,"G17003106201002",170316201002,"51","5",17
"1525",61480,"G17003106201003",170316201003,"43","4",17
"1526",61481,"G17003106202001",170316202001,"48","5",17
"1527",61482,"G17003106202002",170316202002,"57","6",17
"1528",61483,"G17003106203001",170316203001,"51","5",17
"1529",61484,"G17003106203002",170316203002,"62","6",17
"1530",61485,"G17003106203003",170316203003,"41","4",17
"1531",61486,"G17003106203004",170316203004,"59","6",17
"1532",61487,"G17003106203005",170316203005,"52","5",17
"1533",61488,"G17003106203006",170316203006,"58","6",17
"1534",61489,"G17003106204001",170316204001,"49","5",17
"1535",61490,"G17003106204002",170316204002,"69","7",17
"1536",61491,"G17003106204003",170316204003,"49","5",17
"1537",61492,"G17003106204004",170316204004,"43","4",17
"1538",61493,"G17003106301001",170316301001,"80","8",17
"1539",61494,"G17003106302001",170316302001,"67","7",17
"1540",61495,"G17003106303001",170316303001,"59","6",17
"1541",61496,"G17003106303002",170316303002,"58","6",17
"1542",61497,"G17003106304001",170316304001,"64","6",17
"1543",61498,"G17003106304002",170316304002,"66","7",17
"1544",61499,"G17003106304003",170316304003,"74","8",17
"1545",61500,"G17003106304004",170316304004,"78","8",17
"1546",61501,"G17003106305001",170316305001,"66","7",17
"1547",61502,"G17003106305002",170316305002,"66","7",17
"1548",61503,"G17003106305003",170316305003,"65","7",17
"1549",61504,"G17003106305004",170316305004,"58","6",17
"1550",61505,"G17003106308001",170316308001,"59","6",17
"1551",61506,"G17003106308002",170316308002,"58","6",17
"1552",61507,"G17003106308003",170316308003,"57","6",17
"1553",61508,"G17003106308004",170316308004,"56","6",17
"1554",61509,"G17003106309001",170316309001,"61","6",17
"1555",61510,"G17003106309002",170316309002,"58","6",17
"1556",61511,"G17003106309003",170316309003,"61","6",17
"1557",61512,"G17003106401001",170316401001,"51","5",17
"1558",61513,"G17003106403001",170316403001,"45","4",17
"1559",61514,"G17003106403002",170316403002,"45","4",17
"1560",61515,"G17003106403003",170316403003,"50","5",17
"1561",61516,"G17003106403004",170316403004,"39","4",17
"1562",61517,"G17003106403005",170316403005,"42","4",17
"1563",61518,"G17003106403006",170316403006,"39","4",17
"1564",61519,"G17003106404001",170316404001,"38","4",17
"1565",61520,"G17003106404002",170316404002,"44","4",17
"1566",61521,"G17003106405001",170316405001,"46","4",17
"1567",61522,"G17003106405002",170316405002,"37","3",17
"1568",61523,"G17003106406001",170316406001,"53","5",17
"1569",61524,"G17003106406002",170316406002,"52","5",17
"1570",61525,"G17003106406003",170316406003,"49","5",17
"1571",61526,"G17003106407001",170316407001,"51","5",17
